source_table_family,relational_depth,feature_name,description,observed_dtype,logical_type,intended_aggregation,decision_time_availability,action,reason,deterministic_output_prefix
static_cb,0,foryear_618L,Number of application rejections in the previous year.,double,numeric,identity_after_family_prefix,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d0__static_cb__foryear_618L
static_cb,0,foryear_818L,Number of cancelations that occurred in last year.,double,numeric,identity_after_family_prefix,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d0__static_cb__foryear_818L
static_cb,0,foryear_850L,Credit history for the last year.,double,numeric,identity_after_family_prefix,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d0__static_cb__foryear_850L
static_cb,0,fourthquarter_440L,Number of results in fourth quarter.,double,numeric,identity_after_family_prefix,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d0__static_cb__fourthquarter_440L
static_cb,0,maritalst_385M,Marital status of the client.,string,categorical,identity_after_family_prefix,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d0__static_cb__maritalst_385M
static_cb,0,maritalst_893M,Marital status of the client,string,categorical,identity_after_family_prefix,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d0__static_cb__maritalst_893M
static_cb,0,numberofqueries_373L,Number of queries to credit bureau.,double,numeric,identity_after_family_prefix,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d0__static_cb__numberofqueries_373L
static_cb,0,pmtaverage_3A,Average of tax deductions.,double,numeric,identity_after_family_prefix,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d0__static_cb__pmtaverage_3A
static_cb,0,pmtaverage_4527227A,Average of tax deductions.,double,numeric,identity_after_family_prefix,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d0__static_cb__pmtaverage_4527227A
static_cb,0,pmtaverage_4955615A,Average of tax deductions.,double,numeric,identity_after_family_prefix,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d0__static_cb__pmtaverage_4955615A
static_cb,0,pmtcount_4527229L,Number of tax deductions.,double,numeric,identity_after_family_prefix,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d0__static_cb__pmtcount_4527229L
static_cb,0,pmtcount_4955617L,Number of tax deductions.,double,numeric,identity_after_family_prefix,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d0__static_cb__pmtcount_4955617L
static_cb,0,pmtcount_693L,Number of tax deductions.,double,numeric,identity_after_family_prefix,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d0__static_cb__pmtcount_693L
static_cb,0,pmtscount_423L,Number of tax deduction payments.,double,numeric,identity_after_family_prefix,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d0__static_cb__pmtscount_423L
static_cb,0,pmtssum_45A,Sum of tax deductions for the client.,double,numeric,identity_after_family_prefix,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d0__static_cb__pmtssum_45A
static_cb,0,requesttype_4525192L,Tax authority request type.,string,categorical,identity_after_family_prefix,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d0__static_cb__requesttype_4525192L
static_cb,0,responsedate_1012D,Tax authority's response date.,string,date,signed_days_relative_to_base_date_decision,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d0__static_cb__responsedate_1012D
static_cb,0,responsedate_4527233D,Tax authority's response date.,string,date,signed_days_relative_to_base_date_decision,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d0__static_cb__responsedate_4527233D
static_cb,0,responsedate_4917613D,Tax authority's response date.,string,date,signed_days_relative_to_base_date_decision,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d0__static_cb__responsedate_4917613D
static_cb,0,riskassesment_302T,Estimated probability that the client will default on their credit obligation within the next year.,string,categorical,identity_after_family_prefix,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d0__static_cb__riskassesment_302T
static_cb,0,riskassesment_940T,Estimate of client's creditworthiness.,double,numeric,identity_after_family_prefix,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d0__static_cb__riskassesment_940T
static_cb,0,secondquarter_766L,Number of results in second quarter.,double,numeric,identity_after_family_prefix,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d0__static_cb__secondquarter_766L
static_cb,0,thirdquarter_1082L,Number of results in third quarter.,double,numeric,identity_after_family_prefix,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d0__static_cb__thirdquarter_1082L
tax_registry_a,1,case_id,Stable case identifier.,int64,identifier,group_key_only,structural_identifier_not_predictor,exclude,stable row/join identifier; predictor use forbidden,
tax_registry_a,1,amount_4527230A,Tax deductions amount tracked by the government registry.,double,numeric,count_non_missing|missing_count|min|max|mean|sum|sample_variance|first_by_num_group1|last_by_num_group1,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d1__tax_registry_a__amount_4527230A
tax_registry_a,1,name_4527232M,Name of employer.,string,categorical,count_non_missing|missing_count|nunique|lexical_mode|first_by_num_group1|last_by_num_group1,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d1__tax_registry_a__name_4527232M
tax_registry_a,1,num_group1,Relational row-order/group identifier.,int64,order_identifier,stable_sort_key_only_not_aggregated_as_measurement,relational_order_identifier_not_predictor,exclude,row/group order identifier; used only for deterministic ordering,
tax_registry_a,1,recorddate_4527225D,Date of tax deduction record.,string,date,parse_date_then_signed_days_from_date_decision;count_non_missing|missing_count|min|max|mean|sample_variance|first_by_num_group1|last_by_num_group1,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d1__tax_registry_a__recorddate_4527225D
tax_registry_b,1,case_id,Stable case identifier.,int64,identifier,group_key_only,structural_identifier_not_predictor,exclude,stable row/join identifier; predictor use forbidden,
tax_registry_b,1,amount_4917619A,Tax deductions amount tracked by the government registry.,double,numeric,count_non_missing|missing_count|min|max|mean|sum|sample_variance|first_by_num_group1|last_by_num_group1,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d1__tax_registry_b__amount_4917619A
tax_registry_b,1,deductiondate_4917603D,Tax deduction date.,string,date,parse_date_then_signed_days_from_date_decision;count_non_missing|missing_count|min|max|mean|sample_variance|first_by_num_group1|last_by_num_group1,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d1__tax_registry_b__deductiondate_4917603D
tax_registry_b,1,name_4917606M,Name of employer.,string,categorical,count_non_missing|missing_count|nunique|lexical_mode|first_by_num_group1|last_by_num_group1,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d1__tax_registry_b__name_4917606M
tax_registry_b,1,num_group1,Relational row-order/group identifier.,int64,order_identifier,stable_sort_key_only_not_aggregated_as_measurement,relational_order_identifier_not_predictor,exclude,row/group order identifier; used only for deterministic ordering,
tax_registry_c,1,case_id,Stable case identifier.,int64,identifier,group_key_only,structural_identifier_not_predictor,exclude,stable row/join identifier; predictor use forbidden,
tax_registry_c,1,employername_160M,Employer's name.,string,categorical,count_non_missing|missing_count|nunique|lexical_mode|first_by_num_group1|last_by_num_group1,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d1__tax_registry_c__employername_160M
tax_registry_c,1,num_group1,Relational row-order/group identifier.,int64,order_identifier,stable_sort_key_only_not_aggregated_as_measurement,relational_order_identifier_not_predictor,exclude,row/group order identifier; used only for deterministic ordering,
tax_registry_c,1,pmtamount_36A,Tax deductions amount for credit bureau payments.,double,numeric,count_non_missing|missing_count|min|max|mean|sum|sample_variance|first_by_num_group1|last_by_num_group1,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d1__tax_registry_c__pmtamount_36A
tax_registry_c,1,processingdate_168D,Date when the tax deduction is processed.,string,date,parse_date_then_signed_days_from_date_decision;count_non_missing|missing_count|min|max|mean|sample_variance|first_by_num_group1|last_by_num_group1,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d1__tax_registry_c__processingdate_168D
