path,category,size_bytes,proposed_action,confidence,reason
.tmp/pytest-final/test_result_folder_helper_crea0/,TEMPORARY_OR_CACHE,0,DELETE,HIGH,standard generated cache or temporary runtime artifact
.tmp/pytest-final/test_result_folder_helper_crea0/homecredit_smoke_2026-06-21_15-21-14/,TEMPORARY_OR_CACHE,0,DELETE,HIGH,standard generated cache or temporary runtime artifact
.tmp/pytest-final/test_same_seed_smoke_training_0/,TEMPORARY_OR_CACHE,239590,DELETE,HIGH,standard generated cache or temporary runtime artifact
.tmp/pytest-final/test_same_seed_smoke_training_0/first/,TEMPORARY_OR_CACHE,119795,DELETE,HIGH,standard generated cache or temporary runtime artifact
.tmp/pytest-final/test_same_seed_smoke_training_0/first/seeds/,TEMPORARY_OR_CACHE,119795,DELETE,HIGH,standard generated cache or temporary runtime artifact
.tmp/pytest-final/test_same_seed_smoke_training_0/first/seeds/seed_11/,TEMPORARY_OR_CACHE,119795,DELETE,HIGH,standard generated cache or temporary runtime artifact
.tmp/pytest-final/test_same_seed_smoke_training_0/second/,TEMPORARY_OR_CACHE,119795,DELETE,HIGH,standard generated cache or temporary runtime artifact
.tmp/pytest-final/test_same_seed_smoke_training_0/second/seeds/,TEMPORARY_OR_CACHE,119795,DELETE,HIGH,standard generated cache or temporary runtime artifact
.tmp/pytest-final/test_same_seed_smoke_training_0/second/seeds/seed_11/,TEMPORARY_OR_CACHE,119795,DELETE,HIGH,standard generated cache or temporary runtime artifact
.tmp/pytest-final/test_score_cache_materializes_0/,TEMPORARY_OR_CACHE,993478,DELETE,HIGH,standard generated cache or temporary runtime artifact
.tmp/pytest-final/test_score_cache_materializes_0/selector_integration/,TEMPORARY_OR_CACHE,992011,DELETE,HIGH,standard generated cache or temporary runtime artifact
.tmp/pytest-final/test_semantic_group_stability_0/,TEMPORARY_OR_CACHE,1038,DELETE,HIGH,standard generated cache or temporary runtime artifact
.tmp/pytest-final/test_semantic_group_stability_0/exp/,TEMPORARY_OR_CACHE,1038,DELETE,HIGH,standard generated cache or temporary runtime artifact
.tmp/pytest-final/test_semantic_group_stability_0/exp/features/,TEMPORARY_OR_CACHE,1038,DELETE,HIGH,standard generated cache or temporary runtime artifact
.tmp/pytest-final/test_shared_llm_ranking_cache_0/,TEMPORARY_OR_CACHE,3453,DELETE,HIGH,standard generated cache or temporary runtime artifact
.tmp/pytest-final/test_shared_llm_ranking_cache_0/cache/,TEMPORARY_OR_CACHE,1710,DELETE,HIGH,standard generated cache or temporary runtime artifact
.tmp/pytest-final/test_shared_llm_ranking_cache_0/rankings/,TEMPORARY_OR_CACHE,1616,DELETE,HIGH,standard generated cache or temporary runtime artifact
.tmp/pytest-final/test_shared_llm_ranking_cache_1/,TEMPORARY_OR_CACHE,6457,DELETE,HIGH,standard generated cache or temporary runtime artifact
.tmp/pytest-final/test_shared_llm_ranking_cache_1/cache/,TEMPORARY_OR_CACHE,3444,DELETE,HIGH,standard generated cache or temporary runtime artifact
.tmp/pytest-final/test_shared_llm_ranking_cache_1/rankings/,TEMPORARY_OR_CACHE,2886,DELETE,HIGH,standard generated cache or temporary runtime artifact
.tmp/pytest-final/test_shared_llm_ranking_cache_2/,TEMPORARY_OR_CACHE,3556,DELETE,HIGH,standard generated cache or temporary runtime artifact
.tmp/pytest-final/test_shared_llm_ranking_cache_2/cache/,TEMPORARY_OR_CACHE,3294,DELETE,HIGH,standard generated cache or temporary runtime artifact
.tmp/pytest-final/test_shared_llm_ranking_expect0/,TEMPORARY_OR_CACHE,18233,DELETE,HIGH,standard generated cache or temporary runtime artifact
.tmp/pytest-final/test_shared_llm_ranking_expect0/cache/,TEMPORARY_OR_CACHE,10284,DELETE,HIGH,standard generated cache or temporary runtime artifact
.tmp/pytest-final/test_shared_llm_ranking_expect0/rankings/,TEMPORARY_OR_CACHE,7822,DELETE,HIGH,standard generated cache or temporary runtime artifact
.tmp/pytest-final/test_stable_core_llm_fill_runs0/,TEMPORARY_OR_CACHE,0,DELETE,HIGH,standard generated cache or temporary runtime artifact
.tmp/pytest-final/test_stale_score_cache_is_reje0/,TEMPORARY_OR_CACHE,993419,DELETE,HIGH,standard generated cache or temporary runtime artifact
.tmp/pytest-final/test_stale_score_cache_is_reje0/selector_integration/,TEMPORARY_OR_CACHE,991952,DELETE,HIGH,standard generated cache or temporary runtime artifact
.tmp/pytest-final/test_stale_source_hash_fails_m0/,TEMPORARY_OR_CACHE,0,DELETE,HIGH,standard generated cache or temporary runtime artifact
.tmp/pytest-final/test_statistical_dry_run_does_0/,TEMPORARY_OR_CACHE,73685,DELETE,HIGH,standard generated cache or temporary runtime artifact
.tmp/pytest-final/test_statistical_dry_run_does_0/dry_run/,TEMPORARY_OR_CACHE,73668,DELETE,HIGH,standard generated cache or temporary runtime artifact
.tmp/pytest-final/test_statistical_rankings_are_0/,TEMPORARY_OR_CACHE,1222040,DELETE,HIGH,standard generated cache or temporary runtime artifact
.tmp/pytest-final/test_statistical_rankings_are_0/first/,TEMPORARY_OR_CACHE,611020,DELETE,HIGH,standard generated cache or temporary runtime artifact
.tmp/pytest-final/test_statistical_rankings_are_0/second/,TEMPORARY_OR_CACHE,611020,DELETE,HIGH,standard generated cache or temporary runtime artifact
.tmp/pytest-final/test_text_baseline_with_mock_e0/,TEMPORARY_OR_CACHE,1121720,DELETE,HIGH,standard generated cache or temporary runtime artifact
.tmp/pytest-final/test_unsafe_rows_cannot_enter_0/,TEMPORARY_OR_CACHE,18077,DELETE,HIGH,standard generated cache or temporary runtime artifact
.tmp/pytest-final/test_unsafe_rows_cannot_enter_0/results/,TEMPORARY_OR_CACHE,18077,DELETE,HIGH,standard generated cache or temporary runtime artifact
.tmp/pytest-final/test_unsafe_rows_cannot_enter_0/results/homecredit/,TEMPORARY_OR_CACHE,18077,DELETE,HIGH,standard generated cache or temporary runtime artifact
.tmp/pytest-final/test_unsafe_rows_cannot_enter_0/results/homecredit/analysis/,TEMPORARY_OR_CACHE,18077,DELETE,HIGH,standard generated cache or temporary runtime artifact
.tmp/pytest-final/test_unsafe_rows_cannot_enter_0/results/homecredit/analysis/clip_readiness/,TEMPORARY_OR_CACHE,18077,DELETE,HIGH,standard generated cache or temporary runtime artifact
.tmp/pytest-final/test_validate_clip_readiness_a0/,TEMPORARY_OR_CACHE,1869,DELETE,HIGH,standard generated cache or temporary runtime artifact
.tmp/pytest-final/test_validate_clip_readiness_r0/,TEMPORARY_OR_CACHE,1902,DELETE,HIGH,standard generated cache or temporary runtime artifact
.tmp/pytest-of-DILSHOD/,TEMPORARY_OR_CACHE,0,DELETE,HIGH,standard generated cache or temporary runtime artifact
.tmp/pytest/,TEMPORARY_OR_CACHE,0,DELETE,HIGH,standard generated cache or temporary runtime artifact
.tmp/system-commandline-sentinel-files/,TEMPORARY_OR_CACHE,501,DELETE,HIGH,standard generated cache or temporary runtime artifact
.tmp/torchinductor_DILSHOD/,TEMPORARY_OR_CACHE,0,DELETE,HIGH,standard generated cache or temporary runtime artifact
.uv-cache/,TEMPORARY_OR_CACHE,3545,DELETE,HIGH,standard generated cache or temporary runtime artifact
.uv-cache/interpreter-v4/,TEMPORARY_OR_CACHE,3501,DELETE,HIGH,standard generated cache or temporary runtime artifact
.uv-cache/interpreter-v4/5843cb353efc6d76/,TEMPORARY_OR_CACHE,3501,DELETE,HIGH,standard generated cache or temporary runtime artifact
.uv-cache/sdists-v9/,TEMPORARY_OR_CACHE,0,DELETE,HIGH,standard generated cache or temporary runtime artifact
.uv-cache/simple-v20/,TEMPORARY_OR_CACHE,0,DELETE,HIGH,standard generated cache or temporary runtime artifact
.uv-cache/simple-v20/pypi/,TEMPORARY_OR_CACHE,0,DELETE,HIGH,standard generated cache or temporary runtime artifact
.uv-tools/,TEMPORARY_OR_CACHE,1,DELETE,HIGH,standard generated cache or temporary runtime artifact
.venv/,REPRODUCIBILITY_SUPPORT,1585815935,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/etc/,REPRODUCIBILITY_SUPPORT,74,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/etc/jupyter/,REPRODUCIBILITY_SUPPORT,74,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/etc/jupyter/nbconfig/,REPRODUCIBILITY_SUPPORT,74,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/etc/jupyter/nbconfig/notebook.d/,REPRODUCIBILITY_SUPPORT,74,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/,REPRODUCIBILITY_SUPPORT,1571333288,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/,REPRODUCIBILITY_SUPPORT,1571333288,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/__pycache__/,TEMPORARY_OR_CACHE,267673,DELETE,HIGH,standard generated cache or temporary runtime artifact
.venv/Lib/site-packages/_distutils_hack/,REPRODUCIBILITY_SUPPORT,17534,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/_distutils_hack/__pycache__/,TEMPORARY_OR_CACHE,10735,DELETE,HIGH,standard generated cache or temporary runtime artifact
.venv/Lib/site-packages/_plotly_utils/,REPRODUCIBILITY_SUPPORT,268256,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/_plotly_utils/colors/,REPRODUCIBILITY_SUPPORT,73312,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/_pytest/,REPRODUCIBILITY_SUPPORT,2913442,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/_pytest/__pycache__/,TEMPORARY_OR_CACHE,1105809,DELETE,HIGH,standard generated cache or temporary runtime artifact
.venv/Lib/site-packages/_pytest/_code/,REPRODUCIBILITY_SUPPORT,145481,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/_pytest/_code/__pycache__/,TEMPORARY_OR_CACHE,81062,DELETE,HIGH,standard generated cache or temporary runtime artifact
.venv/Lib/site-packages/_pytest/_io/,REPRODUCIBILITY_SUPPORT,78136,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/_pytest/_io/__pycache__/,TEMPORARY_OR_CACHE,43959,DELETE,HIGH,standard generated cache or temporary runtime artifact
.venv/Lib/site-packages/_pytest/_py/,REPRODUCIBILITY_SUPPORT,127355,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/_pytest/_py/__pycache__/,TEMPORARY_OR_CACHE,74651,DELETE,HIGH,standard generated cache or temporary runtime artifact
.venv/Lib/site-packages/_pytest/assertion/,REPRODUCIBILITY_SUPPORT,182346,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/_pytest/assertion/__pycache__/,TEMPORARY_OR_CACHE,101021,DELETE,HIGH,standard generated cache or temporary runtime artifact
.venv/Lib/site-packages/_pytest/config/,REPRODUCIBILITY_SUPPORT,252761,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/_pytest/config/__pycache__/,TEMPORARY_OR_CACHE,136882,DELETE,HIGH,standard generated cache or temporary runtime artifact
.venv/Lib/site-packages/_pytest/mark/,REPRODUCIBILITY_SUPPORT,102646,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/_pytest/mark/__pycache__/,TEMPORARY_OR_CACHE,58459,DELETE,HIGH,standard generated cache or temporary runtime artifact
.venv/Lib/site-packages/_yaml/,REPRODUCIBILITY_SUPPORT,1402,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/annotated_doc-0.0.4.dist-info/,REPRODUCIBILITY_SUPPORT,8626,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/annotated_doc-0.0.4.dist-info/licenses/,REPRODUCIBILITY_SUPPORT,1086,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/annotated_doc/,REPRODUCIBILITY_SUPPORT,1127,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/annotated_types-0.7.0.dist-info/,REPRODUCIBILITY_SUPPORT,16993,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/annotated_types-0.7.0.dist-info/licenses/,REPRODUCIBILITY_SUPPORT,1083,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/annotated_types/,REPRODUCIBILITY_SUPPORT,39142,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/annotated_types/__pycache__/,TEMPORARY_OR_CACHE,18902,DELETE,HIGH,standard generated cache or temporary runtime artifact
.venv/Lib/site-packages/anyio-4.13.0.dist-info/,REPRODUCIBILITY_SUPPORT,9829,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/anyio-4.13.0.dist-info/licenses/,REPRODUCIBILITY_SUPPORT,1081,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/anyio/,REPRODUCIBILITY_SUPPORT,1380709,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/anyio/__pycache__/,TEMPORARY_OR_CACHE,102375,DELETE,HIGH,standard generated cache or temporary runtime artifact
.venv/Lib/site-packages/anyio/_backends/,REPRODUCIBILITY_SUPPORT,362934,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/anyio/_backends/__pycache__/,TEMPORARY_OR_CACHE,222092,DELETE,HIGH,standard generated cache or temporary runtime artifact
.venv/Lib/site-packages/anyio/_core/,REPRODUCIBILITY_SUPPORT,547493,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/anyio/_core/__pycache__/,TEMPORARY_OR_CACHE,401014,DELETE,HIGH,standard generated cache or temporary runtime artifact
.venv/Lib/site-packages/anyio/abc/,REPRODUCIBILITY_SUPPORT,160425,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/anyio/abc/__pycache__/,TEMPORARY_OR_CACHE,117930,DELETE,HIGH,standard generated cache or temporary runtime artifact
.venv/Lib/site-packages/anyio/streams/,REPRODUCIBILITY_SUPPORT,132571,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/anyio/streams/__pycache__/,TEMPORARY_OR_CACHE,85682,DELETE,HIGH,standard generated cache or temporary runtime artifact
.venv/Lib/site-packages/Boruta-0.4.3.dist-info/,REPRODUCIBILITY_SUPPORT,11260,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/boruta/,REPRODUCIBILITY_SUPPORT,157528,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/boruta/__pycache__/,TEMPORARY_OR_CACHE,26786,DELETE,HIGH,standard generated cache or temporary runtime artifact
.venv/Lib/site-packages/boruta/examples/,REPRODUCIBILITY_SUPPORT,105352,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/catboost-1.2.10.dist-info/,REPRODUCIBILITY_SUPPORT,6536,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/catboost/,REPRODUCIBILITY_SUPPORT,344865347,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/catboost/__pycache__/,TEMPORARY_OR_CACHE,369775,DELETE,HIGH,standard generated cache or temporary runtime artifact
.venv/Lib/site-packages/catboost/eval/,REPRODUCIBILITY_SUPPORT,64467,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/catboost/hnsw/,REPRODUCIBILITY_SUPPORT,7101694,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/catboost/widget/,REPRODUCIBILITY_SUPPORT,23926,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/catboost/widget/__pycache__/,TEMPORARY_OR_CACHE,8125,DELETE,HIGH,standard generated cache or temporary runtime artifact
.venv/Lib/site-packages/certifi-2026.2.25.dist-info/,REPRODUCIBILITY_SUPPORT,4527,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/certifi-2026.2.25.dist-info/licenses/,REPRODUCIBILITY_SUPPORT,989,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/certifi/,REPRODUCIBILITY_SUPPORT,278517,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/certifi/__pycache__/,TEMPORARY_OR_CACHE,2345,DELETE,HIGH,standard generated cache or temporary runtime artifact
.venv/Lib/site-packages/charset_normalizer-3.4.4.dist-info/,REPRODUCIBILITY_SUPPORT,41504,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/charset_normalizer-3.4.4.dist-info/licenses/,REPRODUCIBILITY_SUPPORT,1092,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/charset_normalizer/,REPRODUCIBILITY_SUPPORT,392124,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/charset_normalizer/__pycache__/,TEMPORARY_OR_CACHE,109438,DELETE,HIGH,standard generated cache or temporary runtime artifact
.venv/Lib/site-packages/charset_normalizer/cli/,REPRODUCIBILITY_SUPPORT,13171,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/click-8.4.1.dist-info/,REPRODUCIBILITY_SUPPORT,5990,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/click-8.4.1.dist-info/licenses/,REPRODUCIBILITY_SUPPORT,1475,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/click/,REPRODUCIBILITY_SUPPORT,785855,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
